economic_score,fail_count,fid,boost_distance,speed,threat-type,boost_flag
183.47357407302496,0,54.50376192061242,530.339999999973,0.07741418288597988,slow,True
194.8322667208901,0,51.32620057398219,489.7600000000065,0.07494699385211495,slow,True
197.24024584079737,0,50.69959205015141,634.5399999999997,0.05995992817780168,slow,True
176.46679748571916,0,56.66788394462287,316.600000000164,0.07657649686458454,slow,True
0.0,1,0.0,484.820000000011,0.2452941417731901,fast,True
167.06030245975762,0,59.85862501601093,496.0800000000008,0.10769710136442283,medium,True
150.75408187919973,0,66.33319559475058,586.0000000000014,0.14744096374712673,medium,True
187.5724960169275,0,53.3127202140422,634.6199999999998,0.06239968863246691,slow,True
198.00116773331706,0,50.504752646048814,520.3999999999787,0.29791028832112443,fast,True
140.00608101733104,0,71.42546900346508,500.05999999999716,0.303165189863056,fast,True
0.0,1,0.0,558.5799999999874,0.3150319188298907,fast,True
177.6345216500645,0,56.295363688932866,565.0199999999907,0.058607214114202145,slow,True
143.41837430084496,0,69.72607274869301,605.9400000000018,0.18148699632508067,medium,True
182.9968940299301,0,54.645736218694765,440.16000000005164,0.19047195733097566,medium,True
176.0059385990964,0,56.81626472148673,259.72000000021575,0.33410518982236204,fast,True
152.2696077165439,0,65.67298720973531,408.50000000008043,0.11725583897856899,medium,True
164.60685674721398,0,60.75081073540548,574.5199999999955,0.05109180079367898,slow,True
153.89177002047668,0,64.98073287914883,399.1800000000889,0.2470276075251201,fast,True
0.0,1,0.0,588.4000000000026,0.30951384060671505,fast,True
191.39680113904174,0,52.247477180851206,177.10000000029095,0.08114008785168503,slow,True
203.11255863339483,0,49.23378479047847,568.2399999999923,0.2302683906787402,fast,True
226.44550778137003,0,44.16073473029485,461.6200000000321,0.3498553944425715,fast,True
195.28034525254563,0,51.20843056205956,604.400000000002,0.06995332897245553,slow,True
173.2205074338275,0,57.72988515127247,389.2800000000979,0.09409925202926725,medium,True
151.21307188427576,0,66.13184875744776,627.2799999999986,0.3200148869606407,fast,True
0.0,1,0.0,458.7800000000347,0.2853759569623701,fast,True
178.23203101985513,0,56.10663775068576,604.400000000002,0.07927899374238608,slow,True
159.2821534921984,0,62.78167252736068,376.9600000001091,0.22233291587381485,fast,True
190.37572602564202,0,52.52770512692928,537.1399999999765,0.3364814098491717,fast,True
173.85016449155174,0,57.52079688418098,61.420000000396044,0.06412209252503602,slow,True
